_key,league,date,reason
2024|LCK|LOLTMNT01_75436,LCK,2024-03-23 09:32:46,eligible
2024|LCK|LOLTMNT01_75730,LCK,2024-03-24 06:05:24,eligible
2024|LCK|LOLTMNT01_76378,LCK,2024-03-24 07:02:53,eligible
2024|LCK|LOLTMNT01_76402,LCK,2024-03-24 08:51:17,eligible
2024|LCK|LOLTMNT01_76429,LCK,2024-03-24 09:41:49,eligible
2024|LCK|LOLTMNT02_66852,LCK,2024-03-30 06:10:37,eligible
2024|LCK|LOLTMNT02_67822,LCK,2024-03-30 07:09:14,eligible
2024|LCK|LOLTMNT02_67823,LCK,2024-03-30 08:01:51,eligible
2024|LCK|LOLTMNT02_67954,LCK,2024-03-31 06:08:54,eligible
2024|LCK|LOLTMNT02_66981,LCK,2024-03-31 07:10:23,eligible
2024|LCK|LOLTMNT02_66984,LCK,2024-03-31 08:14:11,eligible
2024|LCK|LOLTMNT02_67961,LCK,2024-03-31 09:17:04,eligible
2024|LCK|LOLTMNT02_66986,LCK,2024-03-31 10:04:55,eligible
2024|LCK|LOLTMNT02_69557,LCK,2024-04-03 08:12:28,eligible
2024|LCK|LOLTMNT02_68560,LCK,2024-04-03 09:05:56,eligible
2024|LCK|LOLTMNT02_69562,LCK,2024-04-03 10:02:56,eligible
2024|LCK|LOLTMNT02_69563,LCK,2024-04-03 10:56:01,eligible
2024|LCK|LOLTMNT02_69570,LCK,2024-04-03 11:57:14,eligible
2024|LCK|LOLTMNT02_68790,LCK,2024-04-04 08:12:12,eligible
2024|LCK|LOLTMNT02_69796,LCK,2024-04-04 09:09:55,eligible
2024|LCK|LOLTMNT02_69799,LCK,2024-04-04 10:11:11,eligible
2024|LCK|LOLTMNT02_70202,LCK,2024-04-06 06:12:28,eligible
2024|LCK|LOLTMNT02_71173,LCK,2024-04-06 07:08:42,eligible
2024|LCK|LOLTMNT02_71199,LCK,2024-04-06 08:10:18,eligible
2024|LCK|LOLTMNT02_71247,LCK,2024-04-06 09:15:00,eligible
2024|LCK|LOLTMNT02_71448,LCK,2024-04-07 06:11:55,eligible
2024|LCK|LOLTMNT02_71450,LCK,2024-04-07 07:06:38,eligible
2024|LCK|LOLTMNT02_71456,LCK,2024-04-07 08:02:33,eligible
2024|LCK|LOLTMNT02_75115,LCK,2024-04-13 06:22:43,eligible
2024|LCK|LOLTMNT02_76094,LCK,2024-04-13 07:24:10,eligible
2024|LCK|LOLTMNT02_75116,LCK,2024-04-13 08:21:14,eligible
2024|LCK|LOLTMNT02_76095,LCK,2024-04-13 09:17:32,eligible
2024|LCK|LOLTMNT02_76144,LCK,2024-04-14 06:25:50,eligible
2024|LCK|LOLTMNT02_76145,LCK,2024-04-14 07:32:22,eligible
2024|LCK|LOLTMNT02_76146,LCK,2024-04-14 08:26:29,eligible
2024|LCK|LOLTMNT02_76147,LCK,2024-04-14 09:25:52,eligible
2024|LCK|LOLTMNT02_76148,LCK,2024-04-14 10:19:15,eligible
2024|LCK|LOLTMNT01_120250,LCK,2024-06-12 08:11:51,eligible
2024|LCK|LOLTMNT01_119339,LCK,2024-06-12 08:59:47,eligible
2024|LCK|LOLTMNT01_119358,LCK,2024-06-12 09:53:53,eligible
2024|LCK|LOLTMNT01_119446,LCK,2024-06-12 11:53:00,eligible
