_key,league,datacompleteness,reason
LCP|LOLTMNT03_287110,LCP,complete,eligible
LCK|LOLTMNT03_286183,LCK,complete,eligible
LPL|12632-12632_game_1,LPL,partial,not_complete
LCP|LOLTMNT03_286201,LCP,complete,eligible
LCK|LOLTMNT03_286208,LCK,complete,eligible
LPL|12632-12632_game_2,LPL,partial,not_complete
LCP|LOLTMNT03_286227,LCP,complete,eligible
LCK|LOLTMNT03_286241,LCK,complete,eligible
TCL|LOLTMNT06_134017,TCL,complete,eligible
TCL|LOLTMNT06_133672,TCL,complete,eligible
HC|LOLTMNT03_287233,HC,complete,eligible
NLC|LOLTMNT06_134029,NLC,complete,eligible
LFL|LOLTMNT06_133678,LFL,complete,eligible
HC|LOLTMNT03_287263,HC,complete,eligible
TCL|LOLTMNT06_134040,TCL,complete,eligible
NLC|LOLTMNT06_133683,NLC,complete,eligible
LFL|LOLTMNT06_134043,LFL,complete,eligible
HC|LOLTMNT03_287286,HC,complete,eligible
TCL|LOLTMNT06_134045,TCL,complete,eligible
NLC|LOLTMNT06_133688,NLC,complete,eligible
LFL|LOLTMNT06_134049,LFL,complete,eligible
LPLOL|LOLTMNT03_286383,LPLOL,complete,missing_player_id
HC|LOLTMNT03_286389,HC,complete,eligible
LFL|LOLTMNT06_134055,LFL,complete,eligible
LPLOL|LOLTMNT03_286414,LPLOL,complete,missing_player_id
HC|LOLTMNT03_287329,HC,complete,eligible
LFL|LOLTMNT06_134059,LFL,complete,eligible
LPLOL|LOLTMNT03_286451,LPLOL,complete,missing_player_id
LPLOL|LOLTMNT03_286506,LPLOL,complete,missing_player_id
NACL|LOLTMNT03_286517,NACL,complete,eligible
NACL|LOLTMNT03_286563,NACL,complete,eligible
NACL|LOLTMNT03_287409,NACL,complete,eligible
NACL|LOLTMNT03_287424,NACL,complete,eligible
LCK|LOLTMNT03_286946,LCK,complete,eligible
LCK|LOLTMNT03_286952,LCK,complete,eligible
LPL|12633-12633_game_1,LPL,partial,not_complete
LCK|LOLTMNT03_287529,LCK,complete,eligible
LPL|12633-12633_game_2,LPL,partial,not_complete
LPL|12634-12634_game_1,LPL,partial,not_complete
LCK|LOLTMNT03_286994,LCK,complete,eligible
LCP|LOLTMNT03_287000,LCP,complete,eligible
LPL|12634-12634_game_2,LPL,partial,not_complete
LFL2|LOLTMNT06_133702,LFL2,complete,eligible
LCK|LOLTMNT03_287593,LCK,complete,eligible
LCP|LOLTMNT03_288014,LCP,complete,eligible
LPL|12634-12634_game_3,LPL,partial,not_complete
LFL2|LOLTMNT06_133703,LFL2,complete,eligible
HM|LOLTMNT03_288022,HM,complete,eligible
LCK|LOLTMNT03_287634,LCK,complete,eligible
LCP|LOLTMNT03_288046,LCP,complete,eligible
LPL|12635-12635_game_1,LPL,partial,not_complete
HM|LOLTMNT03_287647,HM,complete,eligible
LFL2|LOLTMNT06_133704,LFL2,complete,eligible
LCP|LOLTMNT03_287669,LCP,complete,eligible
LPL|12635-12635_game_2,LPL,partial,not_complete
HM|LOLTMNT03_288085,HM,complete,eligible
LFL2|LOLTMNT06_133706,LFL2,complete,eligible
LCP|LOLTMNT03_288101,LCP,complete,eligible
LPL|12635-12635_game_3,LPL,partial,not_complete
HM|LOLTMNT03_288108,HM,complete,eligible
LCP|LOLTMNT03_288133,LCP,complete,eligible
HM|LOLTMNT03_287714,HM,complete,eligible
HM|LOLTMNT03_288156,HM,complete,eligible
LVP SL|LOLTMNT03_287743,LVP SL,complete,eligible
LTA S|LOLTMNT03_287765,LTA S,complete,eligible
LVP SL|LOLTMNT03_288191,LVP SL,complete,eligible
EBL|LOLTMNT06_133712,EBL,complete,eligible
LTA S|LOLTMNT03_287786,LTA S,complete,eligible
LVP SL|LOLTMNT03_287795,LVP SL,complete,eligible
LTA S|LOLTMNT03_287800,LTA S,complete,eligible
EBL|LOLTMNT06_133713,EBL,complete,eligible
RL|LOLTMNT03_287799,RL,complete,eligible
EBL|LOLTMNT06_134085,EBL,complete,eligible
RL|LOLTMNT03_287817,RL,complete,eligible
RL|LOLTMNT03_287840,RL,complete,eligible
LTA N|LOLTMNT03_288294,LTA N,complete,eligible
LTA N|LOLTMNT03_287894,LTA N,complete,eligible
LTA N|LOLTMNT03_288338,LTA N,complete,eligible
LTA N|LOLTMNT03_287928,LTA N,complete,eligible
LCK|LOLTMNT03_288407,LCK,complete,eligible
LCK|LOLTMNT03_288421,LCK,complete,eligible
LCK|LOLTMNT03_288450,LCK,complete,eligible
LPL|12636-12636_game_1,LPL,partial,not_complete
LCK|LOLTMNT03_288467,LCK,complete,eligible
LCP|LOLTMNT03_288468,LCP,complete,eligible
LPL|12636-12636_game_2,LPL,partial,not_complete
LFL2|LOLTMNT06_133732,LFL2,complete,eligible
LCP|LOLTMNT03_288480,LCP,complete,eligible
LFL2|LOLTMNT06_134115,LFL2,complete,eligible
LPL|12637-12637_game_1,LPL,partial,not_complete
LCP|LOLTMNT03_288514,LCP,complete,eligible
LFL2|LOLTMNT06_133739,LFL2,complete,eligible
LPL|12637-12637_game_2,LPL,partial,not_complete
PRM|LOLTMNT06_134116,PRM,complete,eligible
LCP|LOLTMNT03_288554,LCP,complete,eligible
LFL2|LOLTMNT06_133741,LFL2,complete,eligible
PRM|LOLTMNT06_134118,PRM,complete,eligible
HM|LOLTMNT03_289147,HM,complete,eligible
PRM|LOLTMNT06_133745,PRM,complete,eligible
HM|LOLTMNT03_289182,HM,complete,eligible
RL|LOLTMNT03_289181,RL,complete,eligible
PRM|LOLTMNT06_133746,PRM,complete,eligible
HM|LOLTMNT03_288666,HM,complete,eligible
PRM|LOLTMNT06_133747,PRM,complete,eligible
RL|LOLTMNT03_288671,RL,complete,eligible
LTA S|LOLTMNT03_288681,LTA S,complete,eligible
EBL|LOLTMNT06_133749,EBL,complete,eligible
LTA S|LOLTMNT03_289257,LTA S,complete,eligible
RL|LOLTMNT03_288714,RL,complete,eligible
EBL|LOLTMNT06_134126,EBL,complete,eligible
LTA S|LOLTMNT03_288729,LTA S,complete,eligible
RL|LOLTMNT03_289284,RL,complete,eligible
EBL|LOLTMNT06_133753,EBL,complete,eligible
LTA S|LOLTMNT03_288748,LTA S,complete,eligible
EBL|LOLTMNT06_133755,EBL,complete,eligible
RL|LOLTMNT03_289299,RL,complete,eligible
LTA N|LOLTMNT03_289318,LTA N,complete,eligible
LTA S|LOLTMNT03_288776,LTA S,complete,eligible
EBL|LOLTMNT06_134128,EBL,complete,eligible
LTA N|LOLTMNT03_288797,LTA N,complete,eligible
LTA N|LOLTMNT03_289343,LTA N,complete,eligible
LRN|LOLTMNT03_289345,LRN,complete,eligible
LTA N|LOLTMNT03_289350,LTA N,complete,eligible
LRN|LOLTMNT03_289352,LRN,complete,eligible
LRN|LOLTMNT03_288818,LRN,complete,eligible
LRN|LOLTMNT03_288821,LRN,complete,eligible
LCKC|LOLTMNT03_289403,LCKC,complete,eligible
LCKC|LOLTMNT03_288904,LCKC,complete,eligible
PCS|LOLTMNT03_289410,PCS,complete,eligible
LPL|12638-12638_game_1,LPL,partial,not_complete
PCS|LOLTMNT03_289414,PCS,complete,eligible
LPL|12638-12638_game_2,LPL,partial,not_complete
LCKC|LOLTMNT03_289440,LCKC,complete,eligible
PCS|LOLTMNT03_288930,PCS,complete,eligible
LPL|12638-12638_game_3,LPL,partial,not_complete
LCKC|LOLTMNT03_289454,LCKC,complete,eligible
PCS|LOLTMNT03_289456,PCS,complete,eligible
LPL|12639-12639_game_1,LPL,partial,not_complete
PCS|LOLTMNT03_289482,PCS,complete,eligible
LPL|12639-12639_game_2,LPL,partial,not_complete
LEC|LOLTMNT06_134147,LEC,complete,eligible
LEC|LOLTMNT06_133782,LEC,complete,eligible
LEC|LOLTMNT06_133790,LEC,complete,eligible
LEC|LOLTMNT06_134153,LEC,complete,eligible
LEC|LOLTMNT06_134158,LEC,complete,eligible
CD|LOLTMNT03_289620,CD,complete,eligible
CD|LOLTMNT03_291033,CD,complete,eligible
CD|LOLTMNT03_289625,CD,complete,eligible
LRN|LOLTMNT03_289627,LRN,complete,eligible
CD|LOLTMNT03_289630,CD,complete,eligible
LRN|LOLTMNT03_291045,LRN,complete,eligible
LRN|LOLTMNT03_289639,LRN,complete,eligible
LRN|LOLTMNT03_291061,LRN,complete,eligible
LRN|LOLTMNT03_291075,LRN,complete,eligible
LCKC|LOLTMNT03_291189,LCKC,complete,eligible
LCKC|LOLTMNT03_291197,LCKC,complete,eligible
PCS|LOLTMNT03_289752,PCS,complete,eligible
LPL|12640-12640_game_1,LPL,partial,not_complete
PCS|LOLTMNT03_291203,PCS,complete,eligible
LPL|12640-12640_game_2,LPL,partial,not_complete
LCKC|LOLTMNT03_291236,LCKC,complete,eligible
PCS|LOLTMNT03_291234,PCS,complete,eligible
LPL|12641-12641_game_1,LPL,partial,not_complete
PCS|LOLTMNT03_291255,PCS,complete,eligible
LCKC|LOLTMNT03_291256,LCKC,complete,eligible
LPL|12641-12641_game_2,LPL,partial,not_complete
LCKC|LOLTMNT03_289836,LCKC,complete,eligible
PCS|LOLTMNT03_289830,PCS,complete,eligible
LPL|12641-12641_game_3,LPL,partial,not_complete
TCL|LOLTMNT06_135023,TCL,complete,eligible
LEC|LOLTMNT06_133844,LEC,complete,eligible
TCL|LOLTMNT06_135039,TCL,complete,eligible
LEC|LOLTMNT06_133849,LEC,complete,eligible
TCL|LOLTMNT06_135042,TCL,complete,eligible
ROL|LOLTMNT03_289908,ROL,complete,eligible
LEC|LOLTMNT06_133856,LEC,complete,eligible
TCL|LOLTMNT06_135051,TCL,complete,eligible
LEC|LOLTMNT06_133858,LEC,complete,eligible
ROL|LOLTMNT03_289922,ROL,complete,eligible
ROL|LOLTMNT03_289921,ROL,complete,eligible
ROL|LOLTMNT03_289937,ROL,complete,eligible
LRS|LOLTMNT03_289940,LRS,complete,eligible
ROL|LOLTMNT03_289941,ROL,complete,eligible
CD|LOLTMNT06_133869,CD,complete,eligible
LRS|LOLTMNT03_289950,LRS,complete,eligible
CD|LOLTMNT06_135065,CD,complete,eligible
CD|LOLTMNT06_135066,CD,complete,eligible
CD|LOLTMNT06_135067,CD,complete,eligible
CD|LOLTMNT06_135068,CD,complete,eligible
LCKC|LOLTMNT03_292033,LCKC,complete,eligible
LCKC|LOLTMNT03_291472,LCKC,complete,eligible
LCKC|LOLTMNT03_292040,LCKC,complete,eligible
LCKC|LOLTMNT03_291488,LCKC,complete,eligible
LCK|LOLTMNT03_292093,LCK,complete,eligible
LCK|LOLTMNT03_292099,LCK,complete,eligible
PCS|LOLTMNT03_291538,PCS,complete,eligible
LPL|12642-12642_game_1,LPL,partial,not_complete
PCS|LOLTMNT03_291543,PCS,complete,eligible
LCK|LOLTMNT03_291552,LCK,complete,eligible
LPL|12642-12642_game_2,LPL,partial,not_complete
PCS|LOLTMNT03_291559,PCS,complete,eligible
LPL|12643-12643_game_1,LPL,partial,not_complete
LCK|LOLTMNT03_291596,LCK,complete,eligible
PCS|LOLTMNT03_292142,PCS,complete,eligible
LPL|12643-12643_game_2,LPL,partial,not_complete
PCS|LOLTMNT03_291615,PCS,complete,eligible
LCK|LOLTMNT03_291623,LCK,complete,eligible
TCL|LOLTMNT06_133915,TCL,complete,eligible
TCL|LOLTMNT06_136001,TCL,complete,eligible
LIT|LOLTMNT06_137002,LIT,complete,eligible
LFL|LOLTMNT06_136012,LFL,complete,eligible
TCL|LOLTMNT06_137005,TCL,complete,eligible
LFL|LOLTMNT06_137010,LFL,complete,eligible
LIT|LOLTMNT06_136018,LIT,complete,eligible
TCL|LOLTMNT06_136022,TCL,complete,eligible
LIT|LOLTMNT06_137018,LIT,complete,eligible
LFL|LOLTMNT06_136026,LFL,complete,eligible
LIT|LOLTMNT06_137020,LIT,complete,eligible
LFL|LOLTMNT06_136027,LFL,complete,eligible
LIT|LOLTMNT06_137023,LIT,complete,eligible
NACL|LOLTMNT03_293043,NACL,complete,eligible
NACL|LOLTMNT03_293045,NACL,complete,eligible
NACL|LOLTMNT03_293046,NACL,complete,eligible
NACL|LOLTMNT03_293048,NACL,complete,eligible
NACL|LOLTMNT03_293050,NACL,complete,eligible
LCKC|LOLTMNT03_294071,LCKC,complete,eligible
LCKC|LOLTMNT03_294073,LCKC,complete,eligible
LCKC|LOLTMNT03_294080,LCKC,complete,eligible
LCKC|LOLTMNT03_294081,LCKC,complete,eligible
LCKC|LOLTMNT03_294088,LCKC,complete,eligible
LCK|LOLTMNT03_293104,LCK,complete,eligible
LCK|LOLTMNT03_294111,LCK,complete,eligible
LPL|12594-12594_game_1,LPL,partial,not_complete
LPL|12594-12594_game_2,LPL,partial,not_complete
LCK|LOLTMNT03_293145,LCK,complete,eligible
LPL|12594-12594_game_3,LPL,partial,not_complete
LCK|LOLTMNT03_293167,LCK,complete,eligible
LPL|12583-12583_game_1,LPL,partial,not_complete
LPL|12583-12583_game_2,LPL,partial,not_complete
HLL|LOLTMNT01_277099,HLL,complete,eligible
HLL|LOLTMNT01_277109,HLL,complete,eligible
HLL|LOLTMNT01_278139,HLL,complete,eligible
LIT|LOLTMNT06_136124,LIT,complete,eligible
LFL|LOLTMNT06_137088,LFL,complete,eligible
LIT|LOLTMNT06_137100,LIT,complete,eligible
ROL|LOLTMNT03_293252,ROL,complete,eligible
LFL|LOLTMNT06_137105,LFL,complete,eligible
LIT|LOLTMNT06_137106,LIT,complete,eligible
ROL|LOLTMNT03_294261,ROL,complete,eligible
ROL|LOLTMNT03_293263,ROL,complete,eligible
LPLOL|LOLTMNT03_293268,LPLOL,complete,eligible
LFL|LOLTMNT06_137107,LFL,complete,eligible
LIT|LOLTMNT06_136141,LIT,complete,eligible
LPLOL|LOLTMNT03_293277,LPLOL,complete,eligible
ROL|LOLTMNT03_294272,ROL,complete,eligible
LFL|LOLTMNT06_136142,LFL,complete,eligible
LPLOL|LOLTMNT03_294279,LPLOL,complete,missing_player_id
LFL|LOLTMNT06_136144,LFL,complete,eligible
LPLOL|LOLTMNT03_293294,LPLOL,complete,missing_player_id
NACL|LOLTMNT03_294289,NACL,complete,eligible
NACL|LOLTMNT03_293296,NACL,complete,eligible
NACL|LOLTMNT03_294293,NACL,complete,eligible
NACL|LOLTMNT03_293297,NACL,complete,eligible
NACL|LOLTMNT03_294294,NACL,complete,eligible
LCKC|LOLTMNT03_294324,LCKC,complete,eligible
LCKC|LOLTMNT03_293318,LCKC,complete,eligible
LCKC|LOLTMNT03_293321,LCKC,complete,eligible
LCKC|LOLTMNT03_294331,LCKC,complete,eligible
LCKC|LOLTMNT03_293331,LCKC,complete,eligible
LCKC|LOLTMNT03_294344,LCKC,complete,eligible
LCK|LOLTMNT03_293371,LCK,complete,eligible
LCK|LOLTMNT03_293376,LCK,complete,eligible
PCS|LOLTMNT03_294382,PCS,complete,eligible
LCK|LOLTMNT03_294392,LCK,complete,eligible
PCS|LOLTMNT03_293381,PCS,complete,eligible
PCS|LOLTMNT03_293389,PCS,complete,eligible
LCK|LOLTMNT03_293418,LCK,complete,eligible
PCS|LOLTMNT03_294422,PCS,complete,eligible
LCK|LOLTMNT03_294428,LCK,complete,eligible
HLL|LOLTMNT01_279125,HLL,complete,eligible
HLL|LOLTMNT01_278388,HLL,complete,eligible
HLL|LOLTMNT01_278399,HLL,complete,eligible
HM|LOLTMNT03_294477,HM,complete,eligible
LFL|LOLTMNT06_136179,LFL,complete,eligible
LTA S|LOLTMNT01_278424,LTA S,complete,eligible
HLL|LOLTMNT01_279198,HLL,complete,eligible
HM|LOLTMNT03_293477,HM,complete,eligible
LFL|LOLTMNT06_136183,LFL,complete,eligible
LTA S|LOLTMNT01_278443,LTA S,complete,eligible
HLL|LOLTMNT01_279215,HLL,complete,eligible
HM|LOLTMNT03_294521,HM,complete,eligible
LTA S|LOLTMNT01_279227,LTA S,complete,eligible
LFL|LOLTMNT06_137155,LFL,complete,eligible
LPLOL|LOLTMNT03_294528,LPLOL,complete,eligible
LTA S|LOLTMNT01_278484,LTA S,complete,eligible
LFL|LOLTMNT06_136189,LFL,complete,eligible
LPLOL|LOLTMNT03_293538,LPLOL,complete,eligible
LPLOL|LOLTMNT03_294551,LPLOL,complete,eligible
LTA N|LOLTMNT01_278533,LTA N,complete,eligible
LPLOL|LOLTMNT03_294562,LPLOL,complete,missing_player_id
LTA N|LOLTMNT01_278555,LTA N,complete,eligible
LTA N|LOLTMNT01_278563,LTA N,complete,eligible
LPLOL|LOLTMNT03_293555,LPLOL,complete,missing_player_id
LTA N|LOLTMNT01_279322,LTA N,complete,eligible
LTA N|LOLTMNT01_278600,LTA N,complete,eligible
LCK|LOLTMNT03_293580,LCK,complete,eligible
LCK|LOLTMNT03_293583,LCK,complete,eligible
LCK|LOLTMNT03_294600,LCK,complete,eligible
PCS|LOLTMNT03_293605,PCS,complete,eligible
LJL|LOLTMNT03_294616,LJL,complete,eligible
LPL|12795-12795_game_1,LPL,partial,not_complete
LCK|LOLTMNT03_294648,LCK,complete,eligible
PCS|LOLTMNT03_293627,PCS,complete,eligible
LFL2|LOLTMNT06_137180,LFL2,complete,eligible
LPL|12795-12795_game_2,LPL,partial,not_complete
LJL|LOLTMNT03_294651,LJL,complete,eligible
LVP SL|LOLTMNT03_294649,LVP SL,complete,eligible
LCK|LOLTMNT03_294664,LCK,complete,eligible
PCS|LOLTMNT03_293638,PCS,complete,eligible
LJL|LOLTMNT03_293642,LJL,complete,eligible
LFL2|LOLTMNT06_136234,LFL2,complete,eligible
LVP SL|LOLTMNT03_294671,LVP SL,complete,eligible
LPL|12795-12795_game_3,LPL,partial,not_complete
LCK|LOLTMNT03_293648,LCK,complete,eligible
LJL|LOLTMNT03_294680,LJL,complete,eligible
LVP SL|LOLTMNT03_293655,LVP SL,complete,eligible
LPL|12795-12795_game_4,LPL,partial,not_complete
LFL2|LOLTMNT06_136242,LFL2,complete,eligible
LVP SL|LOLTMNT03_294691,LVP SL,complete,eligible
LPL|12795-12795_game_5,LPL,partial,not_complete
LFL2|LOLTMNT06_137196,LFL2,complete,eligible
TCL|LOLTMNT04_130082,TCL,complete,eligible
HM|LOLTMNT03_293737,HM,complete,eligible
LVP SL|LOLTMNT03_294782,LVP SL,complete,eligible
TCL|LOLTMNT04_130086,TCL,complete,eligible
PRMP|LOLTMNT06_137217,PRMP,complete,eligible
HM|LOLTMNT03_293767,HM,complete,eligible
LTA S|LOLTMNT01_278773,LTA S,complete,eligible
NLC|LOLTMNT06_136270,NLC,complete,eligible
LVP SL|LOLTMNT03_294809,LVP SL,complete,eligible
TCL|LOLTMNT04_130087,TCL,complete,eligible
LTA S|LOLTMNT01_278784,LTA S,complete,eligible
PRMP|LOLTMNT06_136271,PRMP,complete,eligible
HM|LOLTMNT03_294825,HM,complete,eligible
LVP SL|LOLTMNT03_293790,LVP SL,complete,eligible
NLC|LOLTMNT06_137226,NLC,complete,eligible
PRMP|LOLTMNT06_137227,PRMP,complete,eligible
LTA S|LOLTMNT01_278806,LTA S,complete,eligible
LPLOL|LOLTMNT03_293809,LPLOL,complete,eligible
LVP SL|LOLTMNT03_293825,LVP SL,complete,eligible
PRMP|LOLTMNT06_136273,PRMP,complete,eligible
LPLOL|LOLTMNT03_293849,LPLOL,complete,eligible
LPLOL|LOLTMNT03_293856,LPLOL,complete,missing_player_id
LTA N|LOLTMNT01_278845,LTA N,complete,eligible
LPLOL|LOLTMNT03_293857,LPLOL,complete,missing_player_id
LTA N|LOLTMNT01_278856,LTA N,complete,eligible
LTA N|LOLTMNT01_279570,LTA N,complete,eligible
LCK|LOLTMNT03_294914,LCK,complete,eligible
LCK|LOLTMNT03_294918,LCK,complete,eligible
LCK|LOLTMNT03_294949,LCK,complete,eligible
PCS|LOLTMNT03_293918,PCS,complete,eligible
LCK|LOLTMNT03_294951,LCK,complete,eligible
LPL|12796-12796_game_1,LPL,partial,not_complete
PCS|LOLTMNT03_293921,PCS,complete,eligible
LFL2|LOLTMNT06_137243,LFL2,complete,eligible
LCK|LOLTMNT03_293923,LCK,complete,eligible
LPL|12796-12796_game_2,LPL,partial,not_complete
PCS|LOLTMNT03_294967,PCS,complete,eligible
LFL2|LOLTMNT06_137248,LFL2,complete,eligible
LPL|12796-12796_game_3,LPL,partial,not_complete
PCS|LOLTMNT03_294985,PCS,complete,eligible
LFL2|LOLTMNT06_136291,LFL2,complete,eligible
LPL|12796-12796_game_4,LPL,partial,not_complete
LFL2|LOLTMNT06_137253,LFL2,complete,eligible
LPLOL|LOLTMNT03_295020,LPLOL,complete,missing_player_id
TCL|LOLTMNT04_129088,TCL,complete,eligible
LPLOL|LOLTMNT03_293986,LPLOL,complete,missing_player_id
LVP SL|LOLTMNT03_295025,LVP SL,complete,eligible
TCL|LOLTMNT04_129093,TCL,complete,eligible
LPLOL|LOLTMNT03_295033,LPLOL,complete,missing_player_id
LTA S|LOLTMNT01_278985,LTA S,complete,eligible
LVP SL|LOLTMNT03_294000,LVP SL,complete,eligible
LPLOL|LOLTMNT03_296009,LPLOL,complete,missing_player_id
TCL|LOLTMNT04_130102,TCL,complete,eligible
LTA S|LOLTMNT01_279672,LTA S,complete,eligible
LVP SL|LOLTMNT03_295046,LVP SL,complete,eligible
LPLOL|LOLTMNT03_296031,LPLOL,complete,eligible
TCL|LOLTMNT04_130103,TCL,complete,eligible
LTA S|LOLTMNT01_279682,LTA S,complete,eligible
LVP SL|LOLTMNT03_295065,LVP SL,complete,eligible
LPLOL|LOLTMNT03_295067,LPLOL,complete,eligible
LTA S|LOLTMNT01_280013,LTA S,complete,eligible
LTA N|LOLTMNT01_279707,LTA N,complete,eligible
LTA N|LOLTMNT01_280063,LTA N,complete,eligible
LTA N|LOLTMNT01_279725,LTA N,complete,eligible
LRN|LOLTMNT01_280077,LRN,complete,eligible
LTA N|LOLTMNT01_279732,LTA N,complete,eligible
LRN|LOLTMNT01_279731,LRN,complete,eligible
LRN|LOLTMNT01_279737,LRN,complete,eligible
LCKC|LOLTMNT01_280126,LCKC,complete,eligible
LCKC|LOLTMNT01_280127,LCKC,complete,eligible
LCKC|LOLTMNT01_279786,LCKC,complete,eligible
LCKC|LOLTMNT01_280132,LCKC,complete,eligible
LCKC|LOLTMNT01_280137,LCKC,complete,eligible
LPL|12797-12797_game_1,LPL,partial,not_complete
LPL|12797-12797_game_2,LPL,partial,not_complete
LCKC|LOLTMNT01_279813,LCKC,complete,eligible
LPL|12797-12797_game_3,LPL,partial,not_complete
LCKC|LOLTMNT01_279821,LCKC,complete,eligible
LCKC|LOLTMNT01_279833,LCKC,complete,eligible
LRS|LOLTMNT01_280270,LRS,complete,eligible
LRS|LOLTMNT01_279930,LRS,complete,eligible
CD|LOLTMNT01_279935,CD,complete,eligible
LRS|LOLTMNT01_279941,LRS,complete,eligible
CD|LOLTMNT01_280298,CD,complete,eligible
CD|LOLTMNT01_280309,CD,complete,eligible
LRS|LOLTMNT01_280310,LRS,complete,eligible
CD|LOLTMNT01_279966,CD,complete,eligible
LRS|LOLTMNT01_279969,LRS,complete,eligible
LCKC|LOLTMNT01_280350,LCKC,complete,eligible
LCKC|LOLTMNT01_281018,LCKC,complete,eligible
LCKC|LOLTMNT01_280354,LCKC,complete,eligible
LCKC|LOLTMNT01_280359,LCKC,complete,eligible
LCKC|LOLTMNT01_280381,LCKC,complete,eligible
LPL|12798-12798_game_1,LPL,partial,not_complete
LCKC|LOLTMNT01_281044,LCKC,complete,eligible
LPL|12798-12798_game_2,LPL,partial,not_complete
LCKC|LOLTMNT01_280391,LCKC,complete,eligible
LPL|12798-12798_game_3,LPL,partial,not_complete
LCKC|LOLTMNT01_281064,LCKC,complete,eligible
LCKC|LOLTMNT01_280416,LCKC,complete,eligible
TCL|LOLTMNT04_129113,TCL,complete,eligible
TCL|LOLTMNT04_129117,TCL,complete,eligible
LFL|LOLTMNT04_129119,LFL,complete,eligible
PRM|LOLTMNT04_129116,PRM,complete,eligible
ROL|LOLTMNT01_281131,ROL,complete,eligible
TCL|LOLTMNT04_129121,TCL,complete,eligible
ROL|LOLTMNT01_281142,ROL,complete,eligible
PRM|LOLTMNT04_129125,PRM,complete,eligible
EBL|LOLTMNT04_130128,EBL,complete,eligible
LFL|LOLTMNT04_129127,LFL,complete,eligible
TCL|LOLTMNT04_129128,TCL,complete,eligible
EBL|LOLTMNT04_129131,EBL,complete,eligible
ROL|LOLTMNT01_280496,ROL,complete,eligible
PRM|LOLTMNT04_129132,PRM,complete,eligible
LPLOL|LOLTMNT01_281159,LPLOL,complete,eligible
LFL|LOLTMNT04_129133,LFL,complete,eligible
EBL|LOLTMNT04_129134,EBL,complete,eligible
ROL|LOLTMNT01_280527,ROL,complete,eligible
PRM|LOLTMNT04_130133,PRM,complete,eligible
LPLOL|LOLTMNT01_280533,LPLOL,complete,eligible
LRS|LOLTMNT01_281180,LRS,complete,eligible
ROL|LOLTMNT01_280551,ROL,complete,eligible
LPLOL|LOLTMNT01_281186,LPLOL,complete,eligible
CD|LOLTMNT01_281198,CD,complete,eligible
LRS|LOLTMNT01_280556,LRS,complete,eligible
CD|LOLTMNT01_281202,CD,complete,eligible
LRS|LOLTMNT01_281203,LRS,complete,eligible
CD|LOLTMNT01_280576,CD,complete,eligible
LRS|LOLTMNT01_281209,LRS,complete,eligible
CD|LOLTMNT01_280586,CD,complete,eligible
LCK|LOLTMNT01_281294,LCK,complete,eligible
LCK|LOLTMNT01_280651,LCK,complete,eligible
LCK|LOLTMNT01_280659,LCK,complete,eligible
LCK|LOLTMNT01_281315,LCK,complete,eligible
LCK|LOLTMNT01_280682,LCK,complete,eligible
HLL|LOLTMNT01_280709,HLL,complete,eligible
HLL|LOLTMNT01_281368,HLL,complete,eligible
TCL|LOLTMNT04_130139,TCL,complete,eligible
HLL|LOLTMNT01_281382,HLL,complete,eligible
TCL|LOLTMNT04_130144,TCL,complete,eligible
LFL|LOLTMNT04_129147,LFL,complete,eligible
LFL|LOLTMNT04_129156,LFL,complete,eligible
TCL|LOLTMNT04_130147,TCL,complete,eligible
EBL|LOLTMNT04_130148,EBL,complete,eligible
EBL|LOLTMNT04_129157,EBL,complete,eligible
LFL|LOLTMNT04_130149,LFL,complete,eligible
TCL|LOLTMNT04_130150,TCL,complete,eligible
LPLOL|LOLTMNT01_280794,LPLOL,complete,eligible
EBL|LOLTMNT04_129158,EBL,complete,eligible
LFL|LOLTMNT04_130151,LFL,complete,eligible
TCL|LOLTMNT04_130152,TCL,complete,eligible
LPLOL|LOLTMNT01_281454,LPLOL,complete,eligible
LPLOL|LOLTMNT01_280815,LPLOL,complete,eligible
LFL|LOLTMNT04_129159,LFL,complete,eligible
CD|LOLTMNT01_281482,CD,complete,eligible
CD|LOLTMNT01_280838,CD,complete,eligible
NACL|LOLTMNT01_280840,NACL,complete,eligible
NACL|LOLTMNT01_280846,NACL,complete,eligible
CD|LOLTMNT01_281511,CD,complete,eligible
CD|LOLTMNT01_280855,CD,complete,eligible
NACL|LOLTMNT01_280853,NACL,complete,eligible
NACL|LOLTMNT01_280856,NACL,complete,eligible
CD|LOLTMNT01_281519,CD,complete,eligible
LCK|LOLTMNT01_281588,LCK,complete,eligible
LCK|LOLTMNT01_280941,LCK,complete,eligible
LCK|LOLTMNT01_281603,LCK,complete,eligible
LCK|LOLTMNT01_280961,LCK,complete,eligible
LCK|LOLTMNT01_281636,LCK,complete,eligible
HLL|LOLTMNT01_282004,HLL,complete,eligible
HLL|LOLTMNT01_281671,HLL,complete,eligible
HLL|LOLTMNT01_282033,HLL,complete,eligible
LVP SL|LOLTMNT01_281709,LVP SL,complete,eligible
LFL|LOLTMNT04_129167,LFL,complete,eligible
ROL|LOLTMNT01_282057,ROL,complete,eligible
HLL|LOLTMNT01_281718,HLL,complete,eligible
LFL|LOLTMNT04_130164,LFL,complete,eligible
